hotel_1,La Belle Ville,"349 Rue de Belleville, 19th arr., 75019 Paris, France",Paris
hotel_2,Meliá Paris Vendôme,"8 Rue Cambon, 1st arr., 75001 Paris, France",Paris
hotel_3,Hôtel Saint-Pétersbourg Opéra & Spa,"35, Rue Caumartin, 9th arr., 75009 Paris, France",Paris
hotel_5,Welcome Hotel,"66 Rue de Seine, 6th arr., 75006 Paris, France",Paris
hotel_6,Hotel De Seine,"52 Rue De Seine, 6th arr., 75006 Paris, France",Paris
hotel_7,123paris city,"11 Rue Portefoin, 3rd arr., 75003 Paris, France",Paris
hotel_8,Solly Hôtel Paris,"4 rue Salomon de Caus, 3rd arr., 75003 Paris, France",Paris
hotel_9,Le Grey Hotel,"12 rue de Parme, 9th arr., 75009 Paris, France",Paris
hotel_10,Le Petit Beaumarchais Hotel & Spa,"8, Boulevard Beaumarchais, 11th arr., 75011 Paris, France",Paris
hotel_11,Hotel L’Antoine,"10 - 12 rue de Charonne, 11th arr., 75011 Paris, France",Paris
hotel_12,Hôtel Parisianer,"5 rue hector malot, 12th arr., 75012 Paris, France",Paris
hotel_13,Yuna Montmartre - ApartHotel,"5 Rue du Baigneur, 18th arr., 75018 Paris, France",Paris
hotel_14,Hôtel La Conversation,"61 rue Brancion, 15th arr., 75015 Paris, France",Paris
hotel_15,Hôtel Des Marronniers,"21 Rue Jacob, 6th arr., 75006 Paris, France",Paris
hotel_16,Villa Marquis Member of Meliá Collection,"35 Rue Jean Goujon, 8th arr., 75008 Paris, France",Paris
hotel_17,Plaza Tour Eiffel,"32 Rue Greuze, 16th arr., 75016 Paris, France",Paris
hotel_18,Apart hotel Centre de Paris by Studio prestige,"47 Rue Albert Thomas, 10th arr., 75010 Paris, France",Paris
hotel_19,Austin's Arts Et Metiers Hotel,"6 Rue Montgolfier, 3rd arr., 75003 Paris, France",Paris
hotel_20,Hôtel Artemisia Montmartre,"11, rue Fromentin, 9th arr., 75009 Paris, France",Paris
hotel_21,Normandy Le Chantier,"7, Rue de l'Echelle, 1st arr., 75001 Paris, France",Paris
hotel_22,Hôtel Monte Cristo,"20 Rue Pascal, 5th arr., 75005 Paris, France",Paris
hotel_23,Novotel Paris Centre Tour Eiffel,"61 Quai De Grenelle, 15th arr., 75015 Paris, France",Paris
hotel_24,Hôtel National Des Arts et Métiers,"243 rue saint Martin, 3rd arr., 75003 Paris, France",Paris
hotel_25,Yuna Porte-Maillot - ApartHotel,"48 Rue Jacques Ibert, 75017 Paris, France",Paris
hotel_26,Le Robinet d'Or Paris Canal Saint Martin,"17 Rue Robert Blache, 10th arr., 75010 Paris, France",Paris
hotel_27,Hôtel Alexandrine Opera,"10 Rue De Moscou, 8th arr., 75008 Paris, France",Paris
hotel_28,La Dépendance,"20 Rue Molière, 1st arr., 75001 Paris, France",Paris
hotel_29,Maison Eugenie,"167, rue de Rome, 17th arr., 75017 Paris, France",Paris
hotel_30,Résidence Nell Paris,"60 rue Richer, 9th arr., 75009 Paris, France",Paris
hotel_31,Maison Colbert Member of Meliá Collection Notre-Dame,"7 Rue De L'hôtel Colbert, 5th arr., 75005 Paris, France",Paris
hotel_32,Elysées Union,"44, Rue de l'Amiral Hamelin, 16th arr., 75016 Paris, France",Paris
hotel_33,Angleterre Hotel,"6 rue Bervic, 18th arr., 75018 Paris, France",Paris
hotel_34,Les Rebelles,"65 Boulevard de Belleville, 11th arr., 75011 Paris, France",Paris
hotel_35,Le Relais du Marais,"76, rue de Turbigo, 3rd arr., 75003 Paris, France",Paris
hotel_36,Hotel Royal Phare,"40, Avenue De La Motte-Picquet, 7th arr., 75007 Paris, France",Paris
hotel_37,Hôtel du Mont Blanc,"28 Rue de la Huchette , 5th arr., 75005 Paris, France",Paris
hotel_38,Aparthotel Adagio Porte de Versailles,"16, rue Eliane Jeannin Garreau, 92130 Paris, France",Paris
hotel_39,Pavillon Nation,"13 Boulevard De Charonne, 11th arr., 75011 Paris, France",Paris
hotel_40,B&B HOTEL Paris 17 Batignolles,"4 Boulevard Berthier, 17th arr., 75017 Paris, France",Paris
hotel_41,Kraft Hotel,"37, rue du Hameau, 15th arr., 75015 Paris, France",Paris
hotel_42,Hôtel des Batignolles,"26-28 Rue Des Batignolles, 17th arr., 75017 Paris, France",Paris
hotel_43,MAISON LA BOHEME Montmartre Luxury Apart'Hotel,"1 Rue Saint-Rustique, 18th arr., 75018 Paris, France",Paris
hotel_44,Novotel Paris Vaugirard Montparnasse,"257, Rue De Vaugirard, 15th arr., 75015 Paris, France",Paris
hotel_45,La Perle Saint Germain des Prés,"14 rue des Canettes, 6th arr., 75006 Paris, France",Paris
hotel_46,Résidence du Pré,"Rue Pierre Semard 15, 9th arr., 75009 Paris, France",Paris
hotel_47,Austin's Saint Lazare Hotel,"26 Rue d'Amsterdam, 9th arr., 75009 Paris, France",Paris
hotel_48,B&B HOTEL Paris Porte des Lilas,"23 Avenue René Fonck, 19th arr., 75019 Paris, France",Paris
hotel_49,CARD Hôtel,"104 Rue Cardinet, 17th arr., 75017 Paris, France",Paris
hotel_50,Hôtel Le Walt by Inwood Hotels,"37 Avenue De La Motte Picquet, 7th arr., 75007 Paris, France",Paris
hotel_100,Giubileo Roma,"Via Carlo Alberto, 15, Central Station, 00185 Rome, Italy",Rome
hotel_101,Sonder Piazza San Pietro,"Via delle Fornaci 38, Aurelio, 00165 Rome, Italy",Rome
hotel_102,Hotel Le Petit,"Via Torino 122, Central Station, 00184 Rome, Italy",Rome
hotel_103,Casa San Giuseppe,"Via Iberia 27, San Giovanni, 00183 Rome, Italy",Rome
hotel_104,Elegantia Luxury Rooms,"21 Via Pietro Cavallini piano 3°, Vaticano Prati, 00193 Rome, Italy",Rome
hotel_105,Hotel Residenza In Farnese,"Via Del Mascherone 59, Navona, 00186 Rome, Italy",Rome
hotel_106,Alloggi Costantini - Ospedale Gemelli - Metro Battistini,"Via Cardinale Garampi, 207, 00167 Rome, Italy",Rome
hotel_107,Le Stanze Di Orazio,"Via Orazio,3 - First Floor - Step B, Vaticano Prati, 00193 Rome, Italy",Rome
hotel_108,Navona Central Suites,"Via Della Scrofa 22, Spagna, 00186 Rome, Italy",Rome
hotel_109,hu Roma Camping In Town,"Via Aurelia 831, 00165 Rome, Italy",Rome
hotel_110,DolceVeneto,"14 Via Lazio, Via Veneto, 00187 Rome, Italy",Rome
hotel_111,Passepartout,"118 Via del Governo Vecchio, Navona, 00186 Rome, Italy",Rome
hotel_112,HT Residence Maximus,"Via Capo D'Africa 20-30 (Check-in at Piazza del Colosseo, 9), 00184 Rome, Italy",Rome
